,service,flag,src_bytes,dst_bytes,count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,label
343,22,9,226,1301,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
344,4,5,0,0,211,1.0,0.08,0.07,12,0.05,0.08,1.0,0
345,61,9,78,0,20,0.0,0.4,0.1,16,0.06,0.01,0.0,4
346,46,5,0,0,208,1.0,0.01,0.07,5,0.02,0.07,1.0,0
347,22,1,0,0,1,0.0,1.0,0.0,38,1.0,0.0,0.0,4
348,9,5,0,0,268,1.0,0.07,0.06,19,0.07,0.07,1.0,0
349,46,1,0,0,1,0.0,1.0,0.0,2,0.03,1.0,0.0,1
350,46,1,0,0,2,0.0,0.5,1.0,1,0.0,0.53,0.0,1
351,22,9,294,3327,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
352,55,5,0,0,286,1.0,0.01,0.05,3,0.01,0.05,1.0,0
353,22,9,220,1249,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
354,41,1,0,0,425,0.08,0.0,1.0,1,0.0,1.0,0.08,1
355,22,9,196,3282,8,0.0,1.0,0.0,255,1.0,0.0,0.0,4
356,22,5,0,0,272,1.0,0.05,0.06,13,0.05,0.08,1.0,0
357,22,9,327,4482,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
358,63,1,0,0,241,0.0,0.01,0.07,3,0.01,0.07,0.0,0
359,19,9,319,0,2,0.0,1.0,0.0,2,0.33,0.5,0.0,4
360,51,9,1087,302,1,0.0,1.0,0.0,64,0.24,0.29,0.0,4
361,22,9,210,3754,18,0.0,1.0,0.0,255,1.0,0.0,0.0,4
362,52,5,0,0,125,1.0,0.15,0.06,18,0.07,0.07,1.0,0
363,22,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
364,22,9,234,6282,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
365,13,9,8,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,1
366,22,9,54540,8314,1,0.0,1.0,0.0,251,1.0,0.0,0.0,0
367,22,9,237,1461,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
368,19,5,0,0,42,1.0,0.24,0.1,62,0.24,0.03,0.98,0
369,46,5,0,0,274,1.0,0.04,0.06,10,0.04,0.07,1.0,0
370,22,9,200,955,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
371,22,9,219,657,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
372,22,9,284,5921,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
373,39,5,0,0,196,1.0,0.06,0.07,12,0.05,0.08,1.0,0
374,22,9,325,426,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
375,5,5,0,0,111,1.0,0.05,0.07,6,0.02,0.07,1.0,0
376,13,9,30,0,1,0.0,1.0,0.0,247,1.0,0.0,0.0,4
377,22,9,335,7902,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
378,11,9,36,0,2,0.0,1.0,0.0,171,1.0,0.0,0.0,4
379,46,5,0,0,168,1.0,0.02,0.08,3,0.01,0.08,1.0,0
380,11,9,43,43,122,0.0,1.0,0.0,255,1.0,0.0,0.0,4
381,5,5,0,0,108,1.0,0.07,0.06,8,0.03,0.07,1.0,0
382,22,1,0,0,1,0.0,1.0,0.0,55,1.0,0.0,0.0,4
383,46,5,0,0,36,1.0,0.33,0.14,12,0.05,0.1,1.0,0
384,46,5,0,0,143,1.0,0.13,0.06,4,0.02,0.06,1.0,0
385,22,9,216,1956,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
386,62,5,0,0,132,1.0,0.06,0.05,8,0.03,0.05,1.0,0
387,11,9,44,78,139,0.0,1.0,0.0,166,0.65,0.01,0.0,4
388,22,9,347,8113,7,0.0,1.0,0.0,255,1.0,0.0,0.01,4
389,51,9,570,280,1,0.0,1.0,0.0,104,0.44,0.05,0.01,4
390,22,9,219,17540,8,0.0,1.0,0.0,255,1.0,0.0,0.0,4
391,41,9,146,0,3,0.0,0.33,1.0,1,0.0,0.53,0.0,4
392,18,5,0,0,222,1.0,0.0,0.06,1,0.0,0.06,1.0,0
393,46,5,0,0,260,1.0,0.03,0.05,8,0.07,0.08,0.98,0
394,46,5,0,0,237,1.0,0.06,0.07,1,0.0,0.08,1.0,0
395,46,5,0,0,132,1.0,0.11,0.06,16,0.06,0.05,1.0,0
396,46,4,1,0,2,0.0,1.0,0.0,2,0.01,0.82,0.0,1
397,46,5,0,0,57,1.0,0.19,0.11,11,0.04,0.07,1.0,0
398,13,9,18,0,1,0.0,1.0,0.0,200,1.0,0.0,0.0,1
399,59,9,0,4,1,0.0,1.0,0.0,25,1.0,0.0,0.08,4
400,22,9,233,581,13,0.0,1.0,0.0,255,1.0,0.0,0.0,4
401,17,5,0,0,257,1.0,0.07,0.05,19,0.07,0.07,1.0,0
402,19,9,276,0,1,0.0,1.0,0.0,24,0.17,0.08,0.0,4
403,11,9,44,139,77,0.0,1.0,0.0,242,0.95,0.01,0.0,4
404,13,9,8,0,1,0.0,1.0,0.0,41,1.0,0.0,0.0,1
405,57,9,1828,148722,1,0.0,1.0,0.0,7,0.14,0.08,0.0,4
406,22,9,200,764,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
407,11,9,46,46,11,0.0,1.0,0.0,255,1.0,0.0,0.0,4
408,46,5,0,0,257,1.0,0.07,0.05,2,0.01,0.09,1.0,0
409,57,5,0,0,13,1.0,1.0,0.0,75,0.56,0.01,0.99,0
410,22,9,216,5284,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
411,16,2,0,0,137,0.0,0.07,0.06,4,0.02,0.06,0.0,0
412,22,9,234,997,28,0.0,1.0,0.0,255,1.0,0.0,0.0,4
413,22,9,220,1643,12,0.0,1.0,0.0,255,1.0,0.0,0.0,4
414,31,5,0,0,132,1.0,0.02,0.06,14,0.05,0.07,1.0,0
415,46,9,105,146,7,0.0,0.14,0.29,226,0.89,0.01,0.0,4
416,22,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
417,2,5,0,0,290,1.0,0.06,0.06,11,0.04,0.08,1.0,0
418,46,5,0,0,203,1.0,0.01,0.06,9,0.04,0.06,1.0,0
419,46,5,0,0,290,1.0,0.03,0.06,9,0.04,0.08,1.0,0
420,22,9,288,2881,14,0.0,1.0,0.0,255,1.0,0.0,0.0,4
421,62,2,0,0,116,0.0,0.03,0.07,3,0.01,0.08,0.0,0
422,46,5,0,0,260,1.0,0.02,0.07,5,0.02,0.07,1.0,0
423,46,9,1,0,12,0.0,0.08,0.17,24,0.09,0.2,0.0,1
424,46,9,28,0,21,0.0,1.0,0.0,21,0.08,0.02,0.0,0
425,22,9,279,494,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
426,14,9,1032,0,486,0.0,1.0,0.0,255,1.0,0.0,0.0,0
427,19,9,192,0,2,0.0,1.0,0.0,115,0.45,0.01,0.0,4
428,57,9,105,1401,1,0.0,1.0,0.0,1,0.01,0.07,0.0,4
429,46,1,0,0,1,0.0,1.0,0.0,2,0.04,1.0,0.0,1
430,51,9,1330,282,1,0.0,1.0,0.0,142,0.56,0.03,0.0,4
431,14,9,520,0,457,0.0,1.0,0.0,153,1.0,0.0,0.0,0
432,19,5,0,0,47,1.0,0.09,0.09,64,0.25,0.02,1.0,0
433,22,9,230,362,10,0.0,1.0,0.0,255,1.0,0.0,0.0,4
434,11,9,44,110,71,0.0,1.0,0.0,255,1.0,0.0,0.0,4
435,22,9,271,3582,12,0.0,1.0,0.0,255,1.0,0.0,0.0,4
436,22,9,179,1668,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
437,19,9,852,0,6,0.0,1.0,0.0,39,0.13,0.02,0.0,4
438,22,9,222,310,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
439,22,9,314,4137,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
440,31,2,0,0,139,0.0,0.07,0.06,10,0.04,0.06,0.0,0
441,22,9,230,6880,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
442,65,5,0,0,200,1.0,0.03,0.08,6,0.02,0.07,1.0,0
443,7,5,0,0,140,1.0,0.01,0.06,1,0.0,0.08,1.0,0
444,51,9,857,327,1,0.0,1.0,0.0,132,0.57,0.02,0.0,4
445,22,9,234,1707,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
446,14,9,1032,0,511,0.0,1.0,0.0,200,0.78,0.01,0.0,0
447,46,9,28,0,68,0.0,1.0,0.0,68,0.27,0.02,0.0,0
448,46,5,0,0,132,1.0,0.05,0.06,7,0.03,0.06,1.0,0
449,22,9,215,6367,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
450,11,9,46,46,215,0.0,1.0,0.0,250,0.98,0.01,0.0,4
451,46,9,105,146,1,0.0,1.0,0.0,217,0.95,0.01,0.0,4
452,46,5,0,0,115,1.0,0.16,0.04,18,0.07,0.04,1.0,0
453,46,5,0,0,35,1.0,0.46,0.11,16,0.06,0.08,1.0,0
454,6,5,0,0,275,1.0,0.05,0.06,15,0.06,0.09,1.0,0
455,22,9,305,2507,4,0.0,1.0,0.0,239,0.94,0.01,0.0,4
456,46,1,0,0,76,0.0,0.17,0.08,13,0.05,0.07,0.0,0
457,22,9,336,15767,12,0.0,1.0,0.0,255,1.0,0.0,0.0,4
458,6,5,0,0,202,1.0,0.01,0.06,8,0.03,0.07,1.0,0
459,46,5,0,0,252,1.0,0.06,0.07,13,0.05,0.09,1.0,0
460,41,9,147,105,1,0.0,1.0,0.0,3,0.01,0.53,0.0,4
461,22,9,335,1212,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
462,57,5,0,0,74,1.0,0.23,0.05,58,0.23,0.02,1.0,0
463,22,9,339,241,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
464,22,9,317,3245,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
465,46,5,0,0,116,1.0,0.16,0.06,15,0.06,0.06,1.0,0
466,22,9,54540,8314,2,0.0,1.0,0.0,79,1.0,0.0,0.01,0
467,64,5,0,0,197,1.0,0.01,0.07,2,0.01,0.08,1.0,0
468,11,9,42,131,80,0.0,1.0,0.0,254,1.0,0.01,0.0,4
469,51,9,986,368,1,0.0,1.0,0.0,169,0.89,0.04,0.0,4
470,46,5,0,0,198,1.0,0.02,0.08,4,0.02,0.08,1.0,0
471,61,9,183,0,4,0.0,1.0,0.0,37,0.15,0.01,0.0,4
472,46,1,0,0,102,0.0,0.03,0.07,1,0.0,0.07,0.0,0
473,22,9,405,23786,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
474,30,5,0,0,223,1.0,0.09,0.05,21,0.08,0.05,1.0,0
475,51,9,785,327,1,0.0,1.0,0.0,70,0.76,0.12,0.02,4
476,22,9,258,4302,1,0.0,1.0,0.0,34,1.0,0.0,0.0,4
477,31,5,0,0,138,1.0,0.04,0.06,6,0.02,0.06,1.0,0
478,13,9,8,0,1,0.0,1.0,0.0,35,1.0,0.0,0.0,1
479,22,9,318,2649,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
480,46,1,0,0,154,0.0,0.01,0.07,1,0.0,0.07,0.0,0
481,53,5,0,0,204,1.0,0.09,0.06,18,0.07,0.07,1.0,0
482,59,5,0,0,262,1.0,0.02,0.06,4,0.02,0.07,1.0,0
483,22,9,216,1240,8,0.0,1.0,0.0,255,1.0,0.0,0.0,4
484,46,4,0,0,25,0.0,0.08,0.52,2,0.01,0.08,0.01,1
485,22,9,291,320,3,0.0,1.0,0.0,255,1.0,0.0,0.02,4
486,22,9,224,546,21,0.0,1.0,0.0,255,1.0,0.0,0.0,4
487,19,1,0,0,459,0.07,0.01,0.99,4,0.02,0.99,0.08,1
488,10,5,0,0,253,1.0,0.0,0.07,1,0.0,0.08,1.0,0
489,11,9,17,42,1,0.0,1.0,0.0,224,0.88,0.01,0.0,4
490,46,5,0,0,142,1.0,0.11,0.06,8,0.03,0.06,1.0,0
491,11,9,29,29,1,0.0,1.0,0.0,253,0.99,0.01,0.0,4
492,46,9,105,147,1,0.0,1.0,0.0,143,0.92,0.02,0.0,4
493,13,9,30,0,12,0.0,0.08,0.25,3,0.01,0.01,0.0,4
494,22,9,325,12884,5,0.0,1.0,0.0,72,1.0,0.0,0.0,4
495,31,5,0,0,139,1.0,0.14,0.06,20,0.08,0.05,1.0,0
496,22,1,0,0,1,0.0,1.0,0.0,192,1.0,0.0,0.0,4
497,19,9,12,0,1,0.0,1.0,0.0,65,0.63,0.04,0.01,4
498,22,9,212,828,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
499,22,9,240,1475,12,0.0,1.0,0.0,255,1.0,0.0,0.0,4
500,22,9,292,13206,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
501,22,9,172,12793,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
502,46,5,0,0,196,1.0,0.05,0.06,20,0.08,0.07,1.0,0
503,22,9,310,788,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
504,11,9,44,128,4,0.0,1.0,0.0,205,0.8,0.02,0.0,4
505,41,9,145,0,3,0.0,0.33,0.67,1,0.0,0.54,0.0,4
506,18,9,1238,2451,1,0.0,1.0,0.0,123,0.48,0.02,0.0,2
507,13,9,8,0,1,0.0,1.0,0.0,59,1.0,0.0,0.0,1
508,11,9,45,45,167,0.0,1.0,0.0,254,1.0,0.01,0.0,4
509,46,4,0,0,2,0.0,0.5,1.0,1,0.0,1.0,0.0,1
510,51,9,1551,362,1,0.0,1.0,0.0,135,0.67,0.67,0.0,4
511,51,9,1308,328,1,0.0,1.0,0.0,14,1.0,0.0,0.0,4
512,22,9,356,1125,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
513,22,9,364,6914,13,0.0,1.0,0.0,255,1.0,0.0,0.0,4
514,22,9,331,776,10,0.0,1.0,0.0,255,1.0,0.0,0.0,4
515,13,9,30,0,2,0.0,0.5,1.0,28,0.11,0.01,0.0,4
516,46,5,0,0,262,1.0,0.03,0.06,14,0.05,0.08,1.0,0
517,16,5,0,0,103,1.0,0.17,0.06,17,0.07,0.05,1.0,0
518,22,9,247,7546,14,0.0,1.0,0.0,255,1.0,0.0,0.0,4
519,22,9,300,1841,43,0.0,1.0,0.0,255,1.0,0.0,0.0,4
520,32,5,0,0,221,1.0,0.07,0.06,17,0.07,0.08,1.0,0
521,22,9,355,2109,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
522,17,5,0,0,33,1.0,0.42,0.06,14,0.05,0.07,1.0,0
523,22,9,316,1260,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
524,11,9,44,136,224,0.0,1.0,0.0,253,0.99,0.01,0.0,4
525,18,9,1458,4152,1,0.0,1.0,0.0,40,0.25,0.03,0.0,4
526,63,5,0,0,221,1.0,0.06,0.05,14,0.05,0.05,1.0,0
527,41,9,146,105,4,0.0,0.5,0.5,2,0.01,0.51,0.0,4
528,46,4,0,0,1,0.0,1.0,0.0,1,0.0,0.82,0.0,1
529,2,1,0,0,284,0.0,0.05,0.06,14,0.05,0.07,0.0,0
530,46,9,1,0,2,0.0,1.0,0.0,2,0.01,0.73,0.03,1
531,57,5,0,0,150,1.0,0.11,0.05,1,0.0,0.08,1.0,0
532,25,5,0,0,255,1.0,0.04,0.06,9,0.04,0.07,1.0,0
533,41,9,146,105,5,0.0,0.4,0.6,2,0.01,0.85,0.0,4
534,46,5,0,0,26,1.0,0.08,0.15,12,0.05,0.08,1.0,0
535,51,2,13794,2966,2,0.0,1.0,0.0,96,0.43,0.42,0.0,4
536,17,5,0,0,74,1.0,0.27,0.05,58,0.23,0.04,1.0,0
537,51,9,911,325,2,0.0,0.5,1.0,161,0.83,0.17,0.0,4
538,51,5,0,0,7,1.0,1.0,0.0,141,0.24,0.07,0.93,0
539,22,9,280,3332,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
540,8,5,0,0,235,1.0,0.02,0.07,4,0.02,0.07,1.0,0
541,46,5,0,0,131,1.0,0.15,0.05,18,0.07,0.07,1.0,0
542,11,9,41,41,100,0.0,1.0,0.0,255,1.0,0.0,0.0,4
543,17,9,10,139,1,0.0,1.0,0.0,5,0.04,0.03,0.0,4
544,22,9,311,488,11,0.0,1.0,0.0,255,1.0,0.0,0.01,4
545,22,9,281,1745,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
546,22,9,297,1285,8,0.0,1.0,0.0,255,1.0,0.0,0.0,4
547,29,5,0,0,124,1.0,0.02,0.07,2,0.01,0.07,1.0,0
548,11,9,43,72,263,0.0,1.0,0.01,242,0.95,0.01,0.0,4
549,17,5,0,0,34,1.0,0.44,0.06,15,0.06,0.07,1.0,0
550,19,9,334,0,1,0.0,1.0,0.0,17,1.0,0.0,0.0,2
551,13,9,8,0,1,0.0,1.0,0.0,28,1.0,0.0,0.0,1
552,22,9,215,9399,16,0.0,1.0,0.0,255,1.0,0.0,0.0,4
553,2,5,0,0,16,1.0,0.19,0.25,9,0.04,0.08,1.0,0
554,22,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
555,41,9,516,4,151,0.0,1.0,0.0,151,1.0,0.0,0.0,4
556,46,1,0,0,1,0.0,1.0,0.0,1,0.05,1.0,0.0,1
557,4,5,0,0,115,1.0,0.06,0.06,7,0.03,0.05,1.0,0
558,46,1,0,0,130,0.0,0.08,0.06,7,0.03,0.07,0.0,0
559,59,5,0,0,236,1.0,0.06,0.07,15,0.06,0.07,1.0,0
560,11,9,44,44,3,0.0,0.33,0.67,98,0.97,0.02,0.0,4
561,59,2,0,0,280,0.0,0.06,0.06,16,0.06,0.07,0.0,0
562,51,9,676,328,1,0.0,1.0,0.0,187,0.73,0.04,0.0,4
563,22,9,334,455,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
564,46,5,0,0,268,1.0,0.01,0.07,2,0.01,0.08,1.0,0
565,46,5,0,0,84,1.0,0.21,0.06,18,0.07,0.07,1.0,0
566,22,9,204,1596,24,0.0,1.0,0.0,255,1.0,0.0,0.0,4
567,14,9,520,0,139,0.0,1.0,0.0,255,1.0,0.0,0.0,0
568,2,5,0,0,211,1.0,0.03,0.06,6,0.02,0.06,1.0,0
569,22,9,192,301,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
570,13,9,18,0,1,0.0,1.0,0.0,225,1.0,0.0,0.0,1
571,62,5,0,0,100,1.0,0.02,0.06,2,0.01,0.05,1.0,0
572,34,5,0,0,101,1.0,0.13,0.05,13,0.05,0.05,1.0,0
573,18,5,0,0,265,1.0,0.02,0.06,17,0.07,0.07,1.0,0
574,22,9,256,4486,1,0.0,1.0,0.0,250,0.98,0.01,0.0,4
575,13,9,64,0,1,0.0,1.0,0.0,1,1.0,0.0,0.0,4
576,11,9,46,136,210,0.0,1.0,0.0,96,0.71,0.02,0.0,4
577,46,5,0,0,54,1.0,0.31,0.07,17,0.07,0.05,1.0,0
578,22,9,220,253,16,0.0,1.0,0.0,255,1.0,0.0,0.0,4
579,11,9,41,117,43,0.0,1.0,0.0,254,1.0,0.01,0.0,4
580,22,9,248,2313,23,0.0,1.0,0.0,255,1.0,0.0,0.0,4
581,18,9,1250,2451,1,0.0,1.0,0.0,65,0.27,0.02,0.0,2
582,65,1,0,0,248,0.0,0.08,0.06,20,0.08,0.07,0.0,0
583,11,9,44,70,127,0.0,1.0,0.0,224,0.88,0.01,0.0,4
584,57,9,209,1824,1,0.0,1.0,0.0,12,0.09,0.04,0.02,4
585,41,9,5891,0,13,0.0,0.08,0.31,1,0.01,0.08,0.0,4
586,13,9,8,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,1
587,22,9,276,1767,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
588,22,9,231,2304,13,0.0,1.0,0.0,255,1.0,0.0,0.0,4
589,22,5,0,0,251,1.0,0.05,0.06,12,0.05,0.07,1.0,0
590,22,9,312,422,11,0.0,1.0,0.0,255,1.0,0.0,0.0,4
591,48,4,1,0,2,0.0,1.0,0.0,2,0.01,0.28,0.0,1
592,9,5,0,0,222,1.0,0.08,0.05,18,0.07,0.05,1.0,0
593,11,9,29,0,2,0.0,0.5,1.0,44,0.15,0.04,0.0,4
594,19,9,13239,0,4,0.0,1.0,0.0,63,0.33,0.04,0.0,4
595,19,5,0,0,228,1.0,0.02,0.06,4,0.02,0.07,1.0,0
596,17,9,8,223,1,0.0,1.0,0.0,8,0.04,0.09,0.01,4
597,50,5,0,0,129,1.0,0.17,0.05,22,0.09,0.05,1.0,0
598,11,9,44,79,255,0.0,1.0,0.01,255,1.0,0.0,0.0,4
599,46,5,0,0,118,1.0,0.08,0.08,17,0.07,0.06,1.0,0
600,46,5,0,0,84,1.0,0.19,0.06,1,0.0,0.06,1.0,0
601,22,9,324,10647,2,0.0,1.0,0.0,14,1.0,0.0,0.0,4
602,46,5,0,0,115,1.0,0.03,0.06,18,0.07,0.07,1.0,0
603,13,9,18,0,1,0.0,1.0,0.0,33,1.0,0.0,0.0,1
604,22,9,355,657,16,0.0,1.0,0.0,255,1.0,0.0,0.0,4
605,41,4,1,0,2,0.0,1.0,0.0,2,0.01,0.68,0.0,1
606,46,5,0,0,111,1.0,0.09,0.06,11,0.07,0.1,1.0,0
607,22,9,54540,8314,4,0.0,1.0,0.0,68,1.0,0.0,0.0,0
608,22,9,205,253,11,0.0,1.0,0.0,255,1.0,0.0,0.0,4
609,35,1,0,0,241,0.0,0.05,0.07,12,0.05,0.07,0.0,0
610,22,9,325,753,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
611,56,1,0,0,242,0.0,0.0,0.07,1,0.0,0.08,0.0,0
612,22,9,232,193,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
613,51,9,886,326,1,0.0,1.0,0.0,60,0.44,0.02,0.0,4
614,22,9,319,3432,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
615,55,5,0,0,101,1.0,0.06,0.05,6,0.02,0.05,1.0,0
616,46,1,0,0,1,0.0,1.0,0.0,2,0.02,1.0,0.0,1
617,22,9,147,12141,12,0.0,1.0,0.0,255,1.0,0.0,0.0,4
618,51,9,1451,330,1,0.0,1.0,0.0,78,0.71,0.09,0.02,4
619,22,9,54540,8314,3,0.0,1.0,0.0,214,1.0,0.0,0.0,0
620,22,9,235,1889,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
621,46,4,0,0,1,0.0,1.0,0.0,1,0.0,0.7,0.0,1
622,46,1,0,0,320,0.0,0.0,0.51,1,0.0,0.51,0.0,1
623,22,9,299,1540,17,0.0,1.0,0.0,255,1.0,0.0,0.0,4
624,46,5,0,0,114,1.0,0.07,0.06,11,0.04,0.07,1.0,0
625,28,5,0,0,136,1.0,0.17,0.04,23,0.09,0.05,1.0,0
626,21,5,0,0,272,1.0,0.01,0.05,4,0.02,0.05,1.0,0
627,46,5,0,0,209,1.0,0.04,0.07,9,0.04,0.07,1.0,0
628,22,9,237,241,66,0.0,1.0,0.0,255,1.0,0.0,0.0,4
629,62,2,0,0,110,0.0,0.15,0.06,16,0.06,0.07,0.0,0
630,41,9,146,105,1,0.0,1.0,0.0,1,0.0,0.69,0.0,4
631,6,1,0,0,2,0.0,0.5,1.0,1,0.0,1.0,0.0,1
632,41,9,146,105,3,0.0,0.33,0.67,1,0.0,0.57,0.0,4
633,22,9,202,1923,16,0.0,1.0,0.0,255,1.0,0.0,0.0,4
634,12,5,0,0,268,1.0,0.02,0.06,5,0.02,0.08,1.0,0
635,19,9,383,0,3,0.0,0.67,0.67,29,0.24,0.14,0.0,4
636,22,9,345,2254,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
637,22,9,278,6546,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
638,10,5,0,0,292,1.0,0.05,0.06,11,0.04,0.06,1.0,0
639,22,9,196,16143,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
640,27,5,0,0,2,1.0,1.0,0.0,2,0.01,0.07,1.0,0
641,22,9,277,2253,17,0.0,1.0,0.0,255,1.0,0.0,0.0,4
642,22,9,203,578,19,0.0,1.0,0.0,255,1.0,0.0,0.0,4
643,46,4,0,0,1,0.0,1.0,0.0,1,0.01,0.17,0.0,1
644,41,9,147,105,1,0.0,1.0,0.0,1,0.0,0.64,0.0,4
645,17,5,0,0,297,1.0,0.05,0.05,15,0.06,0.05,1.0,0
646,18,5,0,0,150,1.0,0.01,0.06,1,0.0,0.07,1.0,0
647,7,5,0,0,198,1.0,0.03,0.08,6,0.02,0.08,1.0,0
648,46,5,0,0,63,1.0,0.06,0.08,4,0.02,0.07,1.0,0
649,22,9,367,5199,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
650,53,5,0,0,199,0.65,0.01,0.41,1,0.0,0.32,0.51,1
651,22,9,257,23051,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
652,13,9,8,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,1
653,11,9,44,44,106,0.0,0.99,0.02,254,1.0,0.01,0.0,4
654,11,9,128,44,68,0.0,1.0,0.0,240,0.94,0.01,0.0,4
655,22,9,254,523,20,0.0,1.0,0.0,255,1.0,0.0,0.0,4
656,22,9,225,22996,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
657,51,9,775,331,1,0.0,1.0,0.0,105,0.88,0.03,0.0,4
658,22,9,314,266,11,0.0,1.0,0.0,239,0.94,0.02,0.0,4
659,55,5,0,0,299,1.0,0.03,0.05,9,0.04,0.05,1.0,0
660,51,9,525,335,1,0.0,1.0,0.0,178,0.99,0.03,0.0,4
661,41,1,0,0,509,0.21,0.0,1.0,1,0.0,1.0,0.22,1
662,41,9,1,0,30,0.0,0.27,0.1,8,0.03,0.06,0.0,1
663,22,9,213,37327,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
664,22,9,190,8654,4,0.0,1.0,0.0,255,1.0,0.0,0.01,4
665,46,5,0,0,234,1.0,0.0,0.06,16,0.06,0.08,1.0,0
666,46,9,28,0,88,0.0,1.0,0.0,88,0.35,0.02,0.0,0
667,26,1,0,0,244,0.0,0.07,0.06,17,0.07,0.07,0.0,0
668,18,9,1067,3081,1,0.0,1.0,0.0,70,0.28,0.02,0.0,4
669,11,9,126,44,254,0.0,1.0,0.01,110,0.77,0.01,0.0,4
670,22,9,333,2547,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
671,35,5,0,0,237,1.0,0.05,0.05,12,0.05,0.06,1.0,0
672,19,9,4491,0,1,0.0,1.0,0.0,79,0.25,0.06,0.0,4
673,29,1,0,0,287,0.0,0.05,0.06,15,0.06,0.07,0.0,0
674,22,9,54540,8314,4,0.0,1.0,0.0,4,1.0,0.0,0.0,0
675,22,9,239,255,19,0.0,1.0,0.0,255,1.0,0.0,0.0,4
676,22,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
677,51,9,1258,359,1,0.0,1.0,0.0,192,0.72,0.02,0.0,4
678,57,5,0,0,11,1.0,1.0,0.0,73,0.55,0.02,0.98,0
679,46,5,0,0,73,1.0,0.04,0.07,17,0.07,0.05,1.0,0
680,22,1,0,0,1,0.0,1.0,0.0,90,1.0,0.0,0.0,4
681,11,9,42,65,104,0.0,1.0,0.0,245,0.96,0.01,0.0,4
682,22,9,224,1270,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
683,22,9,231,3215,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
684,41,9,147,105,1,0.0,1.0,0.0,2,0.01,0.57,0.0,4
685,11,9,44,72,256,0.0,1.0,0.0,254,1.0,0.01,0.0,4
686,61,9,183,0,2,0.0,0.5,1.0,15,0.06,0.01,0.0,4
687,3,5,0,0,240,1.0,0.03,0.07,6,0.02,0.07,1.0,0
