L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label
50369,9197,6,7,419,16158,5,14,27,32,0
34698,80,6,7,525,696,5,4,27,106,1
36016,80,6,7.178,592,12815,6,12,27,1234,1
49846,80,6,7,517,112,3,2,26,116,1
49252,80,6,7,549,3812,5,7,27,62,1
34486,80,6,7,471,696,5,4,27,106,1
123,123,17,9,76,76,1,1,0,17,0
49090,80,6,7,780,3760,5,6,27,76,1
36823,15600,17,0,63,0,1,0,0,0,0
41741,53,17,5,77,273,1,1,0,14,0
57556,80,6,7,458,2163,5,5,27,386,1
47140,80,6,7,555,2239,5,6,27,12,1
138,138,17,10.16,482,0,2,0,0,0,0
42848,80,6,7,100,60,2,1,22,334,1
60230,1900,17,153.12,1552,0,8,0,0,3003,0
36142,80,6,7.178,617,12815,6,12,27,1266,1
46976,80,6,7,593,2239,6,6,27,25,1
58572,80,6,7,498,696,5,4,27,168,1
58650,80,6,7,458,2163,5,5,27,172,1
49022,80,6,7,594,3760,5,6,27,118,1
46984,80,6,7,568,2239,5,6,27,18,1
47722,80,6,7,511,2239,5,6,27,16,1
46104,80,6,7,498,2472,5,6,27,1718,1
49188,80,6,7,497,3812,5,7,27,105,1
34336,80,6,7,458,2163,5,5,27,160,1
47074,80,6,7,584,2239,5,6,27,10,1
49704,15600,17,0,63,0,1,0,0,0,0
56462,80,6,7,668,696,5,4,27,208,1
58324,80,6,7,458,2163,5,5,27,239,1
60797,60712,17,12,344,0,1,0,0,0,0
49801,15600,17,0,63,0,1,0,0,0,0
33069,53,17,5,130,146,2,2,0,0,1
62177,53,17,5,56,1125,1,1,0,13,0
35986,80,6,7,526,2816,6,6,27,967,1
41153,80,6,7,3397,14347,17,15,31,3489,0
34304,53,17,5.178,67,1198,1,1,0,16,0
9584,53,17,5.12,68,1199,1,1,0,24,0
49698,53,17,5,108,108,2,2,0,5,1
42440,80,6,7,555,12815,5,12,27,1381,1
48064,53,17,5,56,1125,1,1,0,11,0
56584,80,6,7,458,2163,5,5,27,231,1
57740,80,6,7,458,2163,5,5,27,178,1
50086,80,6,7,923,2940,5,6,27,1014,1
58746,80,6,7,525,696,5,4,27,976,1
49026,80,6,7,576,3760,5,6,27,99,1
47690,80,6,7,580,2239,5,6,27,4,1
62674,3702,17,153,8864,0,8,0,0,994,0
47788,80,6,7,562,2239,5,6,27,3,1
123,123,17,9,532,532,7,7,0,11010,0
57000,80,6,7,489,696,5,4,27,113,1
45582,15600,17,0,63,0,1,0,0,0,0
56504,51998,17,12,5564,0,16,0,0,4171,0
57758,80,6,7,472,696,5,4,27,162,1
50524,9197,6,7,344,608,5,5,27,11,0
50008,41952,6,7,795,4374,10,12,27,247,0
41829,53,17,5,53,128,1,1,0,16,0
17890,53,17,5,56,1125,1,1,0,12,0
56488,80,6,7,458,2163,5,5,27,209,1
35878,80,6,7.178,551,12815,6,12,27,1274,1
64237,59562,17,12,629,0,2,0,0,30,0
51661,53,17,5,72,152,1,1,0,12,0
80,45190,6,7,104,104,2,2,17,7751,0
47810,80,6,7,552,2239,5,6,27,11,1
56474,80,6,7,700,696,5,4,27,173,1
47054,80,6,7,521,2239,5,6,27,11,1
50926,9197,6,7,344,2022,5,6,27,18,0
58594,80,6,7,458,2163,5,5,27,186,1
80,45120,6,7,104,104,2,2,17,8101,0
47674,80,6,7,503,2239,5,6,27,19,1
80,48000,6,7,52,52,1,1,17,4,0
49454,80,6,7,483,3760,5,6,27,78,1
58064,80,6,7,526,2816,6,6,27,1400,1
36052,80,6,7,502,2473,5,6,27,1662,1
58852,80,6,7,462,696,5,4,27,152,1
57810,80,6,7,458,2163,5,5,27,203,1
57578,80,6,7,725,696,5,4,27,240,1
49210,80,6,7,578,3760,5,6,27,62,1
58792,80,6,7,524,696,5,4,27,171,1
34582,80,6,7,496,696,5,4,27,118,1
41184,15600,17,0,63,0,1,0,0,0,0
50289,7678,6,7,446,1945,6,6,27,11,0
57544,80,6,7,458,2163,5,5,27,289,1
56562,80,6,7,723,696,5,4,27,310,1
58556,80,6,7,492,696,5,4,27,139,1
45409,53,17,5,130,146,2,2,0,2,1
57834,80,6,7,504,696,5,4,27,163,1
58423,53,17,5.203,67,788,1,1,0,15,0
57774,80,6,7,500,696,5,4,27,160,1
58310,80,6,7,480,696,5,4,27,249,1
5455,53,17,5.178,72,237,1,1,0,11,0
47806,80,6,7,538,2239,5,6,27,11,1
58338,80,6,7,458,2163,5,5,27,197,1
41806,80,6,7,596,12815,7,12,27,1260,1
49700,443,6,91.126,104,52,2,1,17,12,0
56458,80,6,7,694,696,5,4,27,156,1
54276,53,17,5,130,146,2,2,0,3,1
50256,41952,6,7,795,4374,10,12,27,782,0
34516,80,6,7,458,2163,5,5,27,157,1
58234,80,6,7,479,2052,5,5,27,3556,1
60696,53,17,5.126,60,324,1,1,0,135,0
51405,9197,6,7,488,6921,5,9,27,10,0
58426,80,6,7,458,2163,5,5,27,234,1
47870,80,6,7,577,2239,5,6,27,15,1
58732,80,6,7,458,2163,5,5,27,194,1
36264,80,6,7.178,533,12815,5,12,27,1373,1
56532,80,6,7,458,2163,5,5,27,295,1
38516,80,6,7.178,930,12815,6,12,27,1685,1
50034,80,6,7,959,2239,6,6,27,197,1
47162,1900,17,153.12,459,0,3,0,0,607,0
58634,80,6,7,507,696,5,4,27,126,1
58101,123,17,9,76,76,1,1,0,17,1
57568,80,6,7,458,2163,5,5,27,326,1
58038,80,6,7,524,696,5,4,27,246,1
49214,80,6,7,581,3812,5,7,27,51,1
41584,80,6,7.178,652,12815,6,12,27,1491,1
57279,53,17,5,50,50,1,1,0,2,1
36200,80,6,7.178,533,12815,5,12,27,1210,1
49064,80,6,7,773,3812,5,7,27,84,1
57822,80,6,7,458,2163,5,5,27,216,1
57776,80,6,7,458,2163,5,5,27,218,1
63656,53,17,5,74,144,1,1,0,16,0
58602,80,6,7,112,60,2,1,18,305,1
34610,80,6,7,459,696,5,4,27,185,1
49700,443,6,91.126,2032,5513,19,18,26,907,0
38612,80,6,7.178,656,12815,6,12,27,1582,1
58130,80,6,7,755,2892,6,6,27,999,1
47626,80,6,7,907,2239,5,6,27,12,1
47614,80,6,7,815,2239,5,6,27,12,1
47116,80,6,7,604,2239,6,6,27,12,1
47006,80,6,7,556,2239,5,6,27,12,1
47766,80,6,7,615,2239,6,6,27,12,1
56900,80,6,7,482,696,5,4,27,164,1
56698,80,6,7,496,696,5,4,27,181,1
47642,80,6,7,563,2239,6,6,27,34,1
47740,53,17,5,130,146,2,2,0,0,1
58394,80,6,7,458,2163,5,5,27,246,1
41620,80,6,7.178,538,12815,6,12,27,1457,1
55418,53,17,5.126,71,87,1,1,0,102,0
47624,80,6,7,913,2239,5,6,27,22,1
57408,80,6,7,458,2163,5,5,27,266,1
57642,80,6,7,559,696,5,4,27,159,1
41008,1900,17,153.12,306,0,2,0,0,202,0
56233,53,17,5,108,108,2,2,0,2,1
60555,53,17,5,236,349,2,2,0,29,0
51295,61850,17,12,362,0,1,0,0,0,0
47868,80,6,7,570,2239,5,6,27,6,1
49508,80,6,7,496,3812,5,7,27,91,1
49398,15600,17,0,63,0,1,0,0,0,0
0,0,2,82,128,0,4,0,0,34,0
34354,80,6,7,706,696,5,4,27,114,1
49468,80,6,7,531,3760,5,6,27,43,1
56702,15600,17,0,63,0,1,0,0,0,0
41572,80,6,7.178,574,12815,6,12,27,1548,1
34362,80,6,7,698,696,5,4,27,117,1
59712,53,17,5,130,146,2,2,0,3,1
57912,80,6,7,458,2163,5,5,27,329,1
35030,80,6,7.178,532,12815,6,12,27,2060,1
36128,80,6,7,112,60,2,1,18,327,1
56492,80,6,7,458,2163,5,5,27,211,1
58816,80,6,7,479,696,5,4,27,144,1
58774,53,17,5,108,108,2,2,0,2,1
56188,80,6,7,216,112,4,2,19,6427,0
46960,80,6,7,526,2239,5,6,27,13,1
49372,80,6,7,556,3812,5,7,27,100,1
34434,80,6,7,852,696,5,4,27,100,1
58290,80,6,7,458,2163,5,5,27,321,1
56426,80,6,7,482,696,5,4,27,218,1
57896,80,6,7,458,2163,5,5,27,203,1
42176,80,6,7,602,12815,6,12,27,1526,1
58718,80,6,7,458,2163,5,5,27,166,1
47990,80,6,7,529,2286,6,6,27,1699,1
33722,443,6,91,1091,607,10,8,31,6338,0
57944,80,6,7,458,2163,5,5,27,317,1
47798,80,6,7,212,2174,5,4,29,310,1
57400,80,6,7,458,2163,5,5,27,289,1
46884,80,6,7,758,2239,5,6,27,14,1
52120,9197,6,7,400,3810,5,8,27,28,0
42303,15600,17,0,63,0,1,0,0,0,0
38716,80,6,7.178,561,12815,6,12,27,1637,1
14741,53,17,5,71,792,1,1,0,13,0
48532,80,6,7,548,2286,5,6,27,5998,1
41656,80,6,7.178,572,12815,6,12,27,1420,1
56830,80,6,7,458,2163,5,5,27,256,1
41668,80,6,7,586,12815,6,12,27,1418,1
34540,80,6,7,458,2163,5,5,27,159,1
50017,9197,6,7,459,16158,6,14,27,13,0
49058,80,6,7,799,3760,5,6,27,88,1
50877,9197,6,7,344,2022,5,6,27,13,0
56630,80,6,7,477,696,5,4,27,160,1
0,0,2,82,96,0,3,0,0,55,0
32833,53,17,5,100,100,2,2,0,2,1
34482,80,6,7,514,696,6,4,27,97,1
57662,80,6,7,489,696,5,4,27,134,1
58324,80,6,7,474,2816,5,6,27,1722,1
49266,80,6,7,577,3812,6,7,27,36,1
53448,53,17,5,58,232,1,1,0,0,0
49166,80,6,7,480,3812,5,7,27,80,1
13243,53,17,5.178,85,222,1,1,0,57,0
57540,80,6,7,458,2163,5,5,27,317,1
0,0,2,82,128,0,4,0,0,45,0
57812,80,6,7,469,696,5,4,27,174,1
48936,53,17,5,136,168,2,2,0,3,1
48918,80,6,7,112,60,2,1,18,322,1
35586,80,6,7.178,572,12815,6,12,27,1618,1
49208,80,6,7,636,3812,7,7,27,175,1
38672,59443,17,12,353,0,1,0,0,0,0
58616,80,6,7,479,696,5,4,27,142,1
49164,80,6,7,542,3812,5,7,27,87,1
56710,80,6,7,554,696,5,4,27,252,1
47090,80,6,7,600,2239,6,6,27,13,1
62521,53,17,5,72,935,1,1,0,246,0
57957,53,17,5,108,108,2,2,0,3,1
35336,80,6,7.178,884,12815,5,12,27,1533,1
59526,443,6,91.126,723,4430,8,8,30,156,0
49654,80,6,7,755,2842,6,6,27,977,1
34490,80,6,7,474,696,5,4,27,99,1
50995,9197,6,7,488,6921,5,9,27,12,0
57103,54638,17,12,440,0,1,0,0,0,0
54293,58773,17,12,629,0,2,0,0,1,0
48074,53,17,5,108,108,2,2,0,3,1
57753,53,17,5.22,78,204,1,1,0,19,0
47164,80,6,7,542,2239,5,6,27,18,1
56474,80,6,7,700,696,5,4,27,173,1
53765,53,17,5,68,789,1,1,0,244,0
58868,80,6,7,489,696,5,4,27,168,1
50465,41952,6,7,518,4350,7,9,27,18,0
41604,80,6,7,755,12815,5,12,27,1546,1
48916,80,6,7,715,3812,5,7,27,67,1
46489,53,17,5,140,480,2,2,0,13,1
54580,53,17,5,100,100,2,2,0,2,1
34898,80,6,7,180,132,4,3,19,162,1
56680,80,6,7,458,2163,5,5,27,207,1
47758,80,6,7,627,2286,6,6,27,1697,1
57680,80,6,7,490,696,5,4,27,153,1
56414,80,6,7,488,696,5,4,27,181,1
4533,53,17,5,71,137,1,1,0,345,0
49418,80,6,7,559,3760,5,6,27,68,1
43192,15600,17,0,63,0,1,0,0,0,0
58670,58773,17,12,350,0,1,0,0,0,0
47682,80,6,7,585,2239,6,6,27,23,1
38696,53,17,5,136,168,2,2,0,4,1
34823,53,17,5,78,94,1,1,0,29,0
58467,53,17,5.178,80,378,1,1,0,126,0
56610,80,6,7,562,696,5,4,27,123,1
42538,53,17,5,130,146,2,2,0,3,1
56586,80,6,7,465,696,5,4,27,151,1
47072,80,6,7,577,2239,5,6,27,10,1
47004,80,6,7,518,2239,5,6,27,16,1
57850,80,6,7,532,696,5,4,27,156,1
34592,80,6,7,458,2163,5,5,27,146,1
57916,80,6,7,458,2163,5,5,27,289,1
64674,53,17,5,67,823,1,1,0,12,0
56968,80,6,7,514,696,5,4,27,133,1
49030,80,6,7,582,3760,5,6,27,95,1
34334,80,6,7,572,696,5,4,27,141,1
49440,80,6,7,518,3760,5,6,27,91,1
47712,80,6,7,623,2239,5,6,27,5,1
58536,80,6,7,458,2163,5,5,27,296,1
57415,15600,17,0,63,0,1,0,0,0,0
34380,80,6,7,458,2163,5,5,27,157,1
58370,80,6,7,458,2163,5,5,27,196,1
35400,80,6,7.178,495,12867,5,13,27,1505,1
51320,9197,6,7,400,3770,5,7,27,21,0
56396,80,6,7,458,2163,5,5,27,193,1
37055,53,17,5,130,146,2,2,0,3,1
34422,80,6,7,831,696,5,4,27,137,1
49098,80,6,7,525,3760,5,6,27,43,1
48808,80,6,7,599,2286,6,6,27,987,1
49882,80,6,7,586,2239,6,6,27,178,1
22255,53,17,5.178,85,256,1,1,0,210,0
58552,80,6,7,520,696,5,4,27,133,1
35203,15600,17,0,63,0,1,0,0,0,0
51297,1900,17,153.12,808,0,4,0,0,3068,0
49602,54638,17,12,440,0,1,0,0,0,0
52808,53,17,5,136,168,2,2,0,2,1
56884,80,6,7,532,696,5,4,27,148,1
50048,9197,6,7,488,6921,5,9,27,14,0
50099,9197,6,7,494,22815,7,19,27,20,0
49970,9197,6,7,344,3913,5,7,27,24,0
36026,80,6,7,548,2471,6,6,27,1643,1
61508,53,17,5,65,239,1,1,0,0,0
45831,53,17,5,108,108,2,2,0,2,1
47114,80,6,7,597,2239,6,6,27,12,1
35750,80,6,7.178,610,12867,6,13,27,1354,1
56484,80,6,7,458,2163,5,5,27,232,1
41558,80,6,7.178,563,12815,6,12,27,1509,1
47810,80,6,7,529,2286,6,6,27,1806,1
50594,41952,6,7,518,4350,7,9,27,13,0
48862,80,6,7,454,3812,5,7,27,1147,1
57986,80,6,7,521,696,5,4,27,265,1
42294,80,6,7,561,12815,6,12,27,1424,1
50913,9197,6,7,344,3913,5,7,27,13,0
57010,80,6,7,458,2163,5,5,27,218,1
58820,80,6,7,486,696,5,4,27,147,1
42310,80,6,7,523,12867,5,13,27,1465,1
44209,15600,17,0,63,0,1,0,0,0,0
50296,5357,6,7,1206,2582,6,5,27,1,0
55504,53,17,5,130,146,2,2,0,6,1
58746,80,6,7,525,696,5,4,27,976,1
34606,80,6,7,574,696,5,4,27,126,1
63318,443,6,91,181,165,2,1,24,170,0
34826,80,6,7,500,696,5,4,27,205,1
42684,80,6,7,568,12815,6,12,27,1274,1
57438,80,6,7,482,696,5,4,27,160,1
47615,53,17,5,108,108,2,2,0,2,1
41534,80,6,7.178,553,12815,6,12,27,1535,1
50507,15600,17,0,63,0,1,0,0,0,0
47054,80,6,7,521,2239,5,6,27,11,1
49216,80,6,7,539,3812,5,7,27,137,1
48986,80,6,7,532,3812,6,7,27,92,1
52808,53,17,5,100,100,2,2,0,7,1
46958,80,6,7,523,2239,5,6,27,13,1
58316,80,6,7,398,164,3,3,26,1796,1
49956,9197,6,7,344,3913,5,7,27,21,0
57424,80,6,7,458,2163,5,5,27,170,1
48018,80,6,7,555,2410,6,6,27,976,1
47844,80,6,7,526,2816,6,6,27,1686,1
34172,53,17,5.126,60,324,1,1,0,103,0
34525,15600,17,0,63,0,1,0,0,0,0
47622,80,6,7,927,2239,6,6,27,12,1
56602,80,6,7,471,696,5,4,27,131,1
58586,80,6,7,458,2163,5,5,27,168,1
58552,80,6,7,112,60,2,1,18,321,1
36777,53,17,5,73,293,1,1,0,22,0
49510,80,6,7,503,3760,5,6,27,109,1
42552,80,6,7,596,12815,7,12,27,1367,1
34481,15600,17,0,63,0,1,0,0,0,0
57966,80,6,7,486,696,5,4,27,172,1
35675,53,17,5.22,79,205,1,1,0,15,0
49252,80,6,7,549,3812,5,7,27,62,1
33849,53,17,5,78,1025,1,1,0,15,0
57442,80,6,7,480,696,5,4,27,189,1
49436,80,6,7,504,3812,5,7,27,78,1
34460,80,6,7,458,2163,5,5,27,142,1
57016,80,6,7,517,696,5,4,27,134,1
41704,80,6,7.178,554,12815,6,12,27,1421,1
57828,80,6,7,497,696,5,4,27,184,1
51725,9197,6,7,344,3913,5,7,27,14,0
52344,52654,17,12,344,0,1,0,0,0,0
21200,53,17,5,67,788,1,1,0,172,0
27514,53,17,5,99,131,1,1,0,12,0
52808,53,17,5,100,100,2,2,0,7,1
56356,80,6,7,458,2163,5,5,27,1528,1
57678,80,6,7,458,2163,5,5,27,195,1
56788,80,6,7,458,2163,5,5,27,227,1
58824,80,6,7,493,696,5,4,27,148,1
48902,53,17,5,108,108,2,2,0,2,1
35352,80,6,7.178,613,12815,6,12,27,1541,1
45045,53,17,5,85,374,1,1,0,19,0
46890,80,6,7,729,2239,5,6,27,11,1
49001,15600,17,0,63,0,1,0,0,0,0
56990,80,6,7,458,2163,5,5,27,222,1
34870,80,6,7,496,696,5,4,27,206,1
36097,53,17,5,140,480,2,2,0,13,1
35604,80,6,7.178,610,12815,6,12,27,1599,1
35242,80,6,7.178,865,12815,6,12,27,1520,1
49112,80,6,7,784,3812,5,7,27,111,1
47602,80,6,7,834,2239,5,6,27,11,1
56752,80,6,7,300,132,6,3,19,3875,1
58512,80,6,7,460,696,5,4,27,157,1
32833,53,17,5,100,100,2,2,0,2,1
50560,41952,6,7,518,4350,7,9,27,15,0
47106,80,6,7,514,2239,5,6,27,12,1
56538,80,6,7,831,696,5,4,27,213,1
47772,80,6,7,584,2239,5,6,27,35,1
41844,80,6,7,842,12815,6,12,27,1566,1
41604,80,6,7.178,568,12815,6,12,27,1477,1
34605,53,17,5,130,146,2,2,0,3,1
41526,80,6,7,558,12815,6,12,27,1719,1
41566,80,6,7.178,610,12815,6,12,27,1498,1
49318,80,6,7,483,3760,5,6,27,71,1
42977,1900,17,153.12,459,0,3,0,0,614,0
41730,80,6,7.178,564,12815,6,12,27,1364,1
48884,80,6,7,526,2816,6,6,27,2891,1
48912,80,6,7,582,2502,6,6,27,1657,1
56383,53,17,5,140,492,2,2,0,5,1
6203,53,17,5,86,121,1,1,0,26,0
60108,53,17,5,130,146,2,2,0,2,1
63648,53,17,5.212,77,518,1,1,0,102,0
49524,80,6,7,545,3760,5,6,27,32,1
35408,80,6,7.178,553,12815,6,12,27,1514,1
52156,9197,6,7,400,3770,5,7,27,12,0
43664,15600,17,0,63,0,1,0,0,0,0
50472,9197,6,7,488,6921,5,9,27,13,0
50086,9197,6,7,528,6921,6,9,27,13,0
57462,80,6,7,572,696,5,4,27,178,1
40205,15600,17,0,63,0,1,0,0,0,0
43604,1900,17,153.12,306,0,2,0,0,403,0
34250,80,6,7,546,527,5,4,27,137,1
58884,80,6,7,517,696,5,4,27,147,1
34886,80,6,7,524,696,5,4,27,132,1
47068,80,6,7,615,2239,6,6,27,4,1
50381,9197,6,7,400,3810,5,8,27,26,0
50244,9197,6,7,304,3913,4,7,27,15,0
34818,80,6,7,486,736,5,5,27,195,1
49919,9197,6,7,1144,30362,11,26,27,59,0
36104,53,17,5,130,146,2,2,0,2,1
36036,80,6,7,529,2286,6,6,27,2653,1
58112,80,6,7,212,2174,5,4,29,319,1
49416,80,6,7,552,3812,5,7,27,57,1
42222,80,6,7,422,112,3,2,26,1479,1
50324,5357,6,7,1206,2582,6,5,27,17,0
47964,80,6,7,591,2497,6,6,27,1645,1
58500,80,6,7,562,696,5,4,27,155,1
41564,80,6,7,964,12815,8,12,27,1598,1
56750,80,6,7,550,736,7,5,27,3825,1
47563,53,17,5,130,146,2,2,0,2,1
60961,53,17,5.125,67,116,1,1,0,113,0
58564,80,6,7,475,696,5,4,27,157,1
57732,80,6,7,458,2163,5,5,27,172,1
80,58540,6,7,60,52,1,1,18,0,0
34392,80,6,7,458,2163,5,5,27,161,1
34728,80,6,7,458,2163,5,5,27,163,1
40636,1900,17,153.12,459,0,3,0,0,614,0
40476,53,17,5,130,146,2,2,0,2,1
6156,53,17,5,72,742,1,1,0,13,0
48798,80,6,7,104,52,2,1,17,329,1
55847,53,17,5.12,68,789,1,1,0,13,0
50116,7678,6,7,406,1945,5,6,27,19,0
51696,7678,6,7,406,1945,5,6,27,18,0
58162,80,6,7,474,2816,5,6,27,969,1
47636,80,6,7,773,2239,5,6,27,30,1
47860,80,6,7,526,2816,6,6,27,1678,1
50101,41952,6,7,795,4374,10,12,27,745,0
49156,80,6,7,521,3760,5,6,27,60,1
44124,53,17,5,59,233,1,1,0,91,0
54051,1900,17,153.12,306,0,2,0,0,307,0
47193,1900,17,153.12,459,0,3,0,0,614,0
62532,53,17,5,56,1125,1,1,0,10,0
16060,53,17,5.22,70,132,1,1,0,29,0
47724,80,6,7,524,2239,5,6,27,12,1
36180,80,6,7.178,571,12815,6,12,27,1227,1
49146,80,6,7,552,3812,5,7,27,117,1
58324,80,6,7,474,2816,5,6,27,1722,1
50317,5357,6,7,1206,2582,6,5,27,0,0
56246,15600,17,0,63,0,1,0,0,0,0
47782,80,6,7,541,2239,5,6,27,16,1
44753,53,17,5,136,168,2,2,0,2,1
41852,80,6,7,816,12815,6,12,27,1577,1
35790,80,6,7.178,506,12815,5,12,27,1340,1
58838,80,6,7,458,2163,5,5,27,197,1
57980,80,6,7,458,2163,5,5,27,296,1
56380,80,6,7,458,2163,5,5,27,278,1
34464,80,6,7,458,2163,5,5,27,130,1
34684,80,6,7,1800,1932,18,15,24,119313,1
51329,9197,6,7,381,3770,5,7,27,15,0
50176,9197,6,7,400,3770,5,7,27,13,0
47572,80,6,7,511,2239,5,6,27,11,1
34470,53,17,5,108,108,2,2,0,2,1
61367,53,17,5.119,69,1200,1,1,0,10,0
16757,53,17,5.178,82,252,1,1,0,11,0
35640,80,6,7.178,575,12815,5,12,27,1401,1
48938,80,6,7,812,3812,5,7,27,55,1
42464,80,6,7,593,12815,7,12,27,1361,1
47674,80,6,7,503,2239,5,6,27,19,1
55060,53,17,5,130,146,2,2,0,9,1
57864,80,6,7,458,2163,5,5,27,178,1
58034,80,6,7,112,60,2,1,18,319,1
59142,15600,17,0,63,0,1,0,0,0,0
56494,80,6,7,789,696,5,4,27,155,1
41479,53,17,5,72,600,1,1,0,331,0
35942,80,6,7.178,555,12815,5,12,27,1265,1
49464,80,6,7,517,3812,5,7,27,41,1
47800,80,6,7,566,2239,6,6,27,3,1
49144,80,6,7,552,3812,6,7,27,92,1
45040,53,17,5,108,108,2,2,0,2,1
47776,80,6,7,569,2239,6,6,27,29,1
58006,80,6,7,458,2163,5,5,27,434,1
56740,80,6,7,458,2163,5,5,27,213,1
38640,80,6,7.178,489,12815,5,12,27,1637,1
34016,15600,17,0,63,0,1,0,0,0,0
47955,15600,17,0,63,0,1,0,0,0,0
42340,80,6,7,603,12815,6,12,27,1446,1
38831,53,17,5,140,492,2,2,0,3,1
56967,1900,17,153.12,990,0,6,0,0,15006,0
57514,80,6,7,783,696,5,4,27,122,1
60899,5355,17,154,122,0,2,0,0,503,0
58738,80,6,7,511,696,5,4,27,138,1
42660,80,6,7,596,12815,7,12,27,1316,1
56944,80,6,7,472,696,5,4,27,131,1
48012,80,6,7,550,2286,6,6,27,1006,1
45898,53,17,5,130,146,2,2,0,2,1
34850,80,6,7,462,696,5,4,27,127,1
41600,80,6,7,740,12815,6,12,27,1555,1
47818,80,6,7,573,2239,5,6,27,4,1
58754,80,6,7,458,2163,5,5,27,222,1
58488,80,6,7,556,696,5,4,27,148,1
33437,53,17,5,136,168,2,2,0,0,1
58574,80,6,7,458,2163,5,5,27,213,1
49836,80,6,7,673,2239,6,6,27,157,1
58486,80,6,7,458,2163,5,5,27,228,1
47118,80,6,7,559,2239,5,6,27,16,1
3955,1900,17,153.12,6291,0,17,0,0,236,0
34686,80,6,7,504,696,5,4,27,110,1
58320,80,6,7,458,2163,5,5,27,242,1
46858,443,6,91,240,0,4,0,2,7172,1
52131,7678,6,7,406,1945,5,6,27,10,0
58808,80,6,7,462,696,5,4,27,169,1
34308,80,6,7,498,2163,6,5,27,200,1
58898,80,6,7,458,2163,5,5,27,204,1
47694,80,6,7,572,2239,5,6,27,12,1
47586,80,6,7,750,2239,5,6,27,15,1
58758,80,6,7,458,2163,5,5,27,214,1
56470,80,6,7,706,696,5,4,27,207,1
48094,49982,17,12,440,0,1,0,0,0,0
47818,80,6,7,572,2487,6,6,27,6286,1
58832,80,6,7,507,696,5,4,27,172,1
34318,80,6,7,480,696,5,4,27,144,1
49352,80,6,7,535,3812,5,7,27,145,1
49400,80,6,7,531,3760,5,6,27,96,1
41858,80,6,7,816,12815,6,12,27,1609,1
37032,53,17,5,136,304,2,2,0,129,1
55497,53,17,5,74,793,1,1,0,23,0
49624,80,6,7,604,2286,6,6,27,984,1
41574,80,6,7.178,548,12815,6,12,27,1523,1
35632,80,6,7.178,268,12815,5,12,27,1398,1
41594,80,6,7.178,656,12815,6,12,27,1458,1
36104,80,6,7,112,60,2,1,18,332,1
50919,7678,6,7,406,1945,5,6,27,29,0
62674,3702,17,153,8864,0,8,0,0,1152,0
42618,80,6,7,599,12815,6,12,27,1396,1
34258,80,6,7,476,696,5,4,27,225,1
42954,15600,17,0,63,0,1,0,0,0,0
80,45268,6,7,104,104,2,2,17,7407,0
41464,53,17,5,130,146,2,2,0,0,1
47042,80,6,7,566,2239,5,6,27,10,1
56896,80,6,7,475,696,5,4,27,137,1
41734,15600,17,0,63,0,1,0,0,0,0
58492,80,6,7,562,696,5,4,27,186,1
49180,80,6,7,486,3812,5,7,27,95,1
40972,53,17,5,54,129,1,1,0,126,1
41520,80,6,7,691,12611,6,12,27,1663,1
57764,80,6,7,458,2163,5,5,27,214,1
47630,80,6,7,884,2239,5,6,27,21,1
47882,80,6,7,212,2174,5,4,29,325,1
57362,80,6,7,518,527,5,4,27,1648,1
50477,9197,6,7,400,3770,5,7,27,10,0
34360,80,6,7,458,2163,5,5,27,137,1
47522,80,6,7,579,2525,6,6,27,1035,1
49060,80,6,7,504,3760,5,6,27,62,1
40476,53,17,5,130,146,2,2,0,2,1
49084,80,6,7,803,3760,5,6,27,74,1
38576,80,6,7.178,563,12815,6,12,27,1593,1
62674,3702,17,153,8864,0,8,0,0,856,0
443,50320,6,91.125,40,0,1,0,20,0,0
47808,80,6,7,526,2816,6,6,27,1743,1
34760,80,6,7,458,2163,5,5,27,176,1
57798,80,6,7,458,2163,5,5,27,242,1
34584,80,6,7,458,2163,5,5,27,137,1
38133,53,17,5,66,611,1,1,0,217,0
50935,41952,6,7,795,4374,10,12,27,724,0
36066,80,6,7.178,564,12867,6,13,27,1422,1
50178,9197,6,7,344,3913,5,7,27,14,0
49933,7678,6,7,446,1945,6,6,27,13,0
57534,80,6,7,766,696,5,4,27,179,1
47043,53,17,5,108,108,2,2,0,2,1
62714,53,17,5.178,73,122,1,1,0,234,0
58266,80,6,7,458,2163,5,5,27,225,1
46902,80,6,7,813,2239,5,6,27,4,1
65333,5355,17,154,106,0,2,0,0,409,0
54779,53,17,5,134,387,2,2,0,3303,1
56750,80,6,7,458,2203,5,6,27,330,1
51354,1880,6,7,1594,1030,10,7,27,6160,0
10308,53,17,5,75,252,1,1,0,13,0
41690,80,6,7,554,12815,6,12,27,1392,1
57786,80,6,7,458,2163,5,5,27,183,1
13937,53,17,5,74,1202,1,1,0,11,0
34262,80,6,7,476,696,5,4,27,241,1
55093,51998,17,12,353,0,1,0,0,0,0
49292,80,6,7,503,3760,5,6,27,72,1
49290,80,6,7,496,3812,5,7,27,54,1
35890,80,6,7.178,572,12815,6,12,27,1557,1
52877,1900,17,153.12,459,0,3,0,0,612,0
49064,80,6,7,773,3812,5,7,27,84,1
